danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track.duration_ms,year,country,performer,song,performance,decade,ID,Region,BroadRegion,Period
0.726,0.68,0,-7.913,1,0.0289,0.387,0,0.136,0.87,117.774,4,170560,1982,Netherlands,Bill van Dijk,Jij En Ik,1982 Netherlands,1980,0.726 0.68 0 -7.913 1 0.0289 0.387 0 0.136 0.87 117.774,Western Europe,Western_Europe_Australia,Middle
0.378,0.159,0,-15.812,1,0.0302,0.883,0.00217,0.126,0.149,169.469,4,142933,1982,Norway,Jahn Teigen & Anita Skorgan,Adieu,1982 Norway,1980,0.378 0.159 0 -15.812 1 0.0302 0.883 0.00217 0.126 0.149 169.469,Nordic,Northern_Europe,Middle
0.832,0.719,7,-9.229,1,0.1,0.00606,0.722,0.0484,0.782,106.039,4,154520,1982,Portugal,Doce,Bem-bom,1982 Portugal,1980,0.832 0.719 7 -9.229 1 0.1 0.00606 0.722 0.0484 0.782 106.039,Southern Europe,Southern,Middle
0.791,0.584,6,-10.871,1,0.0723,0.624,0,0.078,0.957,134.887,4,160080,1982,Spain,Luc<ed>a,<c9>l,1982 Spain,1980,0.791 0.584 6 -10.871 1 0.0723 0.624 0 0.078 0.957 134.887,Southern Europe,Southern,Middle
0.514,0.968,1,-2.877,1,0.0593,0.235,0,0.294,0.591,132.364,4,174400,1982,Sweden,Chips,Dag Efter Dag,1982 Sweden,1980,0.514 0.968 1 -2.877 1 0.0593 0.235 0 0.294 0.591 132.364,Nordic,Northern_Europe,Middle
0.688,0.814,5,-6.708,1,0.0722,0.128,1.32E-05,0.294,0.74,137.286,4,186960,1982,Turkey,Ne<e7>o,Hani,1982 Turkey,1980,0.688 0.814 5 -6.708 1 0.0722 0.128 1.32e-05 0.294 0.74 137.286,Hellenic/Anatolian,Southern,Middle
0.68,0.823,4,-9.323,1,0.0543,0.00565,0.000361,0.118,0.888,145.321,4,185333,1982,United Kingdom,Bardo,One Step Further,1982 United Kingdom,1980,0.68 0.823 4 -9.323 1 0.0543 0.00565 0.000361 0.118 0.888 145.321,Western Europe,Western_Europe_Australia,Middle
0.434,0.692,1,-8.652,1,0.0354,0.36,0,0.273,0.785,179.481,4,155973,1982,Yugoslavia,Aska,Halo Halo,1982 Yugoslavia,1980,0.434 0.692 1 -8.652 1 0.0354 0.36 0 0.273 0.785 179.481,Balkans,Eastern_Europe,Middle
0.764,0.64,10,-6.659,1,0.0629,0.206,0,0.107,0.786,135.844,4,152560,1983,Austria,Westend,Hurricane,1983 Austria,1980,0.764 0.64 10 -6.659 1 0.0629 0.206 0 0.107 0.786 135.844,Central Europe,Central_Europe,Middle
0.822,0.856,9,-5.99,1,0.0615,0.017,0.597,0.0494,0.93,148.564,4,166186,1983,Belgium,Pas de Deux,Rendez-vous,1983 Belgium,1980,0.822 0.856 9 -5.99 1 0.0615 0.017 0.597 0.0494 0.93 148.564,Western Europe,Western_Europe_Australia,Middle
0.686,0.667,2,-6.286,1,0.0384,0.755,0,0.0303,0.963,120.126,4,151640,1983,Denmark,Gry Johansen,Kloden Drejer,1983 Denmark,1980,0.686 0.667 2 -6.286 1 0.0384 0.755 0 0.0303 0.963 120.126,Nordic,Northern_Europe,Middle
0.811,0.671,0,-11.3,0,0.0587,0.23,0,0.121,0.878,131.496,4,167866,1983,Finland,Ami Aspelund,Fantasiaa,1983 Finland,1980,0.811 0.671 0 -11.3 0 0.0587 0.23 0 0.121 0.878 131.496,Nordic,Northern_Europe,Middle
0.494,0.756,8,-6.767,1,0.0298,0.281,0,0.231,0.574,77.37,4,192333,1983,Germany,Hoffmann und Hoffmann,R<fc>cksicht,1983 Germany,1980,0.494 0.756 8 -6.767 1 0.0298 0.281 0 0.231 0.574 77.37,Central Europe,Central_Europe,Middle
0.379,0.337,9,-10.994,1,0.0449,0.878,0,0.101,0.405,123.409,4,180493,1983,Greece,Christie Stassinopoulou,Mou Les,1983 Greece,1980,0.379 0.337 9 -10.994 1 0.0449 0.878 0 0.101 0.405 123.409,Hellenic/Anatolian,Southern,Middle
0.67,0.648,9,-5.534,0,0.0375,0.483,0,0.144,0.615,106.977,4,190280,1983,Israel,Ofra Haza,Hi,1983 Israel,1980,0.67 0.648 9 -5.534 0 0.0375 0.483 0 0.144 0.615 106.977,Hellenic/Anatolian,Southern,Middle
0.621,0.512,9,-10.162,0,0.0273,0.578,0,0.162,0.668,107.925,4,197786,1983,Italy,Riccardo Fogli,Per Lucia,1983 Italy,1980,0.621 0.512 9 -10.162 0 0.0273 0.578 0 0.162 0.668 107.925,Southern Europe,Southern,Middle
0.502,0.492,4,-12.797,0,0.0293,0.401,0.00107,0.272,0.321,139.451,4,191026,1983,Luxembourg,Corinne Herm<e8>s,Si La Vie Est Cadeau,1983 Luxembourg,1980,0.502 0.492 4 -12.797 0 0.0293 0.401 0.00107 0.272 0.321 139.451,Western Europe,Western_Europe_Australia,Middle
0.509,0.352,7,-8.13,1,0.0276,0.692,0,0.0357,0.658,127.529,4,176186,1983,Norway,Jahn Teigen,Do Re Mi,1983 Norway,1980,0.509 0.352 7 -8.13 1 0.0276 0.692 0 0.0357 0.658 127.529,Nordic,Northern_Europe,Middle
0.531,0.327,4,-14.111,1,0.0331,0.788,0.00115,0.0857,0.196,143.988,4,224533,1983,Portugal,Armando Gama,Esta Balada Que Te Dou,1983 Portugal,1980,0.531 0.327 4 -14.111 1 0.0331 0.788 0.00115 0.0857 0.196 143.988,Southern Europe,Southern,Middle
0.752,0.847,1,-8.757,1,0.0631,0.233,0,0.141,0.961,143.583,4,227840,1983,Spain,Remedios Amaya,<U+00BF>Qui<e9>n Maneja Mi Barca?,1983 Spain,1980,0.752 0.847 1 -8.757 1 0.0631 0.233 0 0.141 0.961 143.583,Southern Europe,Southern,Middle
0.666,0.787,6,-2.879,1,0.0268,0.48,1.51E-05,0.101,0.729,106.598,4,177893,1983,Sweden,Carola H<e4>ggkvist,Fr<e4>mling,1983 Sweden,1980,0.666 0.787 6 -2.879 1 0.0268 0.48 1.51e-05 0.101 0.729 106.598,Nordic,Northern_Europe,Middle
0.432,0.689,2,-8.608,1,0.0925,0.773,0.00928,0.174,0.469,91.732,4,186131,1983,Turkey,<c7>etin Alp and the Short Wave,Opera,1983 Turkey,1980,0.432 0.689 2 -8.608 1 0.0925 0.773 0.00928 0.174 0.469 91.732,Hellenic/Anatolian,Southern,Middle
0.757,0.999,4,-3.162,1,0.0538,0.114,0,0.326,0.901,121.005,4,193733,1984,Austria,Anita,Einfach Weg,1984 Austria,1980,0.757 0.999 4 -3.162 1 0.0538 0.114 0 0.326 0.901 121.005,Central Europe,Central_Europe,Middle
0.458,0.478,9,-10.783,1,0.0328,0.381,9.42E-06,0.0912,0.649,168.5,4,173386,1984,Belgium,Jacques Zegers,Avanti La Vie,1984 Belgium,1980,0.458 0.478 9 -10.783 1 0.0328 0.381 9.42e-06 0.0912 0.649 168.5,Western Europe,Western_Europe_Australia,Middle
0.527,0.75,9,-6.037,1,0.0371,0.00125,2.63E-05,0.364,0.554,143.052,4,179573,1984,Denmark,Hot Eyes,Det' Lige Det,1984 Denmark,1980,0.527 0.75 9 -6.037 1 0.0371 0.00125 2.63e-05 0.364 0.554 143.052,Nordic,Northern_Europe,Middle
0.727,0.691,6,-10.991,1,0.0335,0.152,3.37E-06,0.364,0.963,125.731,4,160266,1984,Finland,Kirka,Hengaillaan,1984 Finland,1980,0.727 0.691 6 -10.991 1 0.0335 0.152 3.37e-06 0.364 0.963 125.731,Nordic,Northern_Europe,Middle
0.473,0.674,5,-5.627,1,0.0283,0.426,0,0.268,0.617,160.207,4,184826,1984,Germany,Mary Roos,Aufrecht Geh'n,1984 Germany,1980,0.473 0.674 5 -5.627 1 0.0283 0.426 0 0.268 0.617 160.207,Central Europe,Central_Europe,Middle
0.783,0.575,1,-12.47,0,0.0613,0.286,0,0.305,0.963,145.328,4,195826,1984,Ireland,Linda Martin,Terminal '3',1984 Ireland,1980,0.783 0.575 1 -12.47 0 0.0613 0.286 0 0.305 0.963 145.328,Western Europe,Western_Europe_Australia,Middle
0.547,0.537,3,-7.52,1,0.0329,0.446,3.03E-05,0.368,0.57,107.419,4,190226,1984,Italy,Alice and Battiato,I Treni Di Tozeur,1984 Italy,1980,0.547 0.537 3 -7.52 1 0.0329 0.446 3.03e-05 0.368 0.57 107.419,Southern Europe,Southern,Middle
0.329,0.285,2,-9.093,1,0.0277,0.82,0.000485,0.114,0.127,85.711,4,184346,1984,Netherlands,Maribelle,Ik Hou Van Jou,1984 Netherlands,1980,0.329 0.285 2 -9.093 1 0.0277 0.82 0.000485 0.114 0.127 85.711,Western Europe,Western_Europe_Australia,Middle
0.378,0.642,0,-7.274,1,0.0385,0.0118,0,0.246,0.308,137.134,4,190380,1984,Norway,Dollie de Luxe,Lenge Leve Livet,1984 Norway,1980,0.378 0.642 0 -7.274 1 0.0385 0.0118 0 0.246 0.308 137.134,Nordic,Northern_Europe,Middle
0.668,0.716,2,-8.898,1,0.0344,0.154,1.62E-05,0.669,0.606,130.815,4,208053,1984,Spain,Bravo,"Lady, Lady",1984 Spain,1980,0.668 0.716 2 -8.898 1 0.0344 0.154 1.62e-05 0.669 0.606 130.815,Southern Europe,Southern,Middle
0.681,0.876,5,-4.104,1,0.0319,0.268,9.96E-06,0.131,0.961,130.89,4,187520,1984,Sweden,Herrey's,Diggi-loo Diggy-ley,1984 Sweden,1980,0.681 0.876 5 -4.104 1 0.0319 0.268 9.96e-06 0.131 0.961 130.89,Nordic,Northern_Europe,Middle
0.639,0.648,0,-8,1,0.0267,0.134,0.00033,0.374,0.87,142.516,4,185480,1984,Yugoslavia,Vlado and Isolda,Ciao Amore,1984 Yugoslavia,1980,0.639 0.648 0 -8 1 0.0267 0.134 0.00033 0.374 0.87 142.516,Balkans,Eastern_Europe,Middle
0.628,0.706,4,-8.693,1,0.0318,0.628,0,0.232,0.769,119.94,4,171693,1985,Austria,Gary Lux,Kinder Dieser Welt,1985 Austria,1980,0.628 0.706 4 -8.693 1 0.0318 0.628 0 0.232 0.769 119.94,Central Europe,Central_Europe,Middle
0.268,0.735,2,-7.13,0,0.0918,0.83,3.87E-06,0.952,0.418,128.477,4,187667,1985,Belgium,Linda Lepomme,Laat Me Nu Gaan,1985 Belgium,1980,0.268 0.735 2 -7.13 0 0.0918 0.83 3.87e-06 0.952 0.418 128.477,Western Europe,Western_Europe_Australia,Middle
0.282,0.852,9,-6.217,1,0.101,0.693,1.88E-06,0.955,0.401,129.241,4,202304,1985,Cyprus,Lia Vishy,To Katalava Arga,1985 Cyprus,1980,0.282 0.852 9 -6.217 1 0.101 0.693 1.88e-06 0.955 0.401 129.241,Hellenic/Anatolian,Southern,Middle
0.556,0.601,0,-12.959,1,0.0807,0.309,2.98E-06,0.368,0.732,144.101,4,169573,1985,Denmark,Hot Eyes,Sku' Du Sp<f8>r Fra No'n,1985 Denmark,1980,0.556 0.601 0 -12.959 1 0.0807 0.309 2.98e-06 0.368 0.732 144.101,Nordic,Northern_Europe,Middle
0.596,0.841,3,-9.008,0,0.0772,0.278,0,0.231,0.7,136.739,4,172120,1985,Finland,Sonja Lumme,El<e4>k<f6><f6>n El<e4>m<e4>,1985 Finland,1980,0.596 0.841 3 -9.008 0 0.0772 0.278 0 0.231 0.7 136.739,Nordic,Northern_Europe,Middle
0.393,0.878,5,-5.367,0,0.251,0.668,6.60E-06,0.97,0.782,157.486,4,184993,1985,France,Roger Bens,Femme Dans Ses R<ea>ves Aussi,1985 France,1980,0.393 0.878 5 -5.367 0 0.251 0.668 6.6e-06 0.97 0.782 157.486,Western Europe,Western_Europe_Australia,Middle
0.467,0.584,1,-7.426,1,0.0262,0.676,0,0.132,0.72,185.942,4,173506,1985,Germany,Wind,F<fc>r Alle,1985 Germany,1980,0.467 0.584 1 -7.426 1 0.0262 0.676 0 0.132 0.72 185.942,Central Europe,Central_Europe,Middle
0.535,0.641,9,-8.359,1,0.0397,0.637,0.00554,0.209,0.422,113.597,4,181026,1985,Greece,Takis Biniaris,Miazoume,1985 Greece,1980,0.535 0.641 9 -8.359 1 0.0397 0.637 0.00554 0.209 0.422 113.597,Hellenic/Anatolian,Southern,Middle
0.378,0.711,3,-6.275,1,0.0544,0.691,4.82E-05,0.969,0.274,119.381,4,195370,1985,Ireland,Maria Christian,Wait Until The Weekend Comes,1985 Ireland,1980,0.378 0.711 3 -6.275 1 0.0544 0.691 4.82e-05 0.969 0.274 119.381,Western Europe,Western_Europe_Australia,Middle
0.661,0.719,7,-5.092,1,0.0396,0.423,0,0.284,0.642,133.266,4,186506,1985,Israel,Izhar Cohen,Ol<e9> Ol<e9>,1985 Israel,1980,0.661 0.719 7 -5.092 1 0.0396 0.423 0 0.284 0.642 133.266,Hellenic/Anatolian,Southern,Middle
0.556,0.632,0,-8.951,1,0.0552,0.408,0,0.0597,0.648,172.148,4,217173,1985,Italy,Al Bano and Romina Power,"Magic, Oh Magic",1985 Italy,1980,0.556 0.632 0 -8.951 1 0.0552 0.408 0 0.0597 0.648 172.148,Southern Europe,Southern,Middle
0.536,0.892,6,-6.129,1,0.0675,0.501,0,0.25,0.478,138.19,4,173266,1985,Norway,Bobbysocks,La Det Swinge,1985 Norway,1980,0.536 0.892 6 -6.129 1 0.0675 0.501 0 0.25 0.478 138.19,Nordic,Northern_Europe,Middle
0.333,0.568,9,-7.067,1,0.0356,0.419,0,0.154,0.258,161.526,4,174013,1985,Portugal,Adela<ef>de,"Penso Em Ti, Eu Sei",1985 Portugal,1980,0.333 0.568 9 -7.067 1 0.0356 0.419 0 0.154 0.258 161.526,Southern Europe,Southern,Middle
0.467,0.474,5,-4.769,1,0.0266,0.574,0,0.353,0.375,79.989,4,206280,1985,Spain,Paloma San Basilio,La Fiesta Termin<f3>,1985 Spain,1980,0.467 0.474 5 -4.769 1 0.0266 0.574 0 0.353 0.375 79.989,Southern Europe,Southern,Middle
0.467,0.779,0,-3.071,1,0.0336,0.455,0,0.176,0.749,191.287,4,186453,1985,Sweden,Kikki Danielsson,Bra Vibrationer,1985 Sweden,1980,0.467 0.779 0 -3.071 1 0.0336 0.455 0 0.176 0.749 191.287,Nordic,Northern_Europe,Middle
0.676,0.883,2,-4.669,1,0.0307,0.2,0.000143,0.112,0.96,103.645,4,178840,1985,Turkey,MF<d6>,Di Dai Di Dai Dai (Asik oldum),1985 Turkey,1980,0.676 0.883 2 -4.669 1 0.0307 0.2 0.000143 0.112 0.96 103.645,Hellenic/Anatolian,Southern,Middle
0.594,0.811,2,-5.911,1,0.0319,0.284,0,0.0998,0.668,139.112,4,184087,1986,Belgium,Sandra Kim,J'aime La Vie,1986 Belgium,1980,0.594 0.811 2 -5.911 1 0.0319 0.284 0 0.0998 0.668 139.112,Western Europe,Western_Europe_Australia,Middle
0.576,0.596,5,-8.399,0,0.0318,0.651,0,0.436,0.785,137.566,4,181013,1986,Cyprus,Elpida,Tora Zo,1986 Cyprus,1980,0.576 0.596 5 -8.399 0 0.0318 0.651 0 0.436 0.785 137.566,Hellenic/Anatolian,Southern,Middle
0.653,0.668,4,-8.749,1,0.0574,0.32,0,0.0608,0.966,189.715,4,168400,1986,Denmark,Lise Haavik and Trax,Du Er Fuld Af L<f8>gn,1986 Denmark,1980,0.653 0.668 4 -8.749 1 0.0574 0.32 0 0.0608 0.966 189.715,Nordic,Northern_Europe,Middle
0.358,0.347,2,-9.806,1,0.0282,0.809,0.00413,0.288,0.263,137.943,4,186786,1986,Finland,Kari Kuivalainen,P<e4>iv<e4> Kahden Ihmisen,1986 Finland,1980,0.358 0.347 2 -9.806 1 0.0282 0.809 0.00413 0.288 0.263 137.943,Nordic,Northern_Europe,Middle
0.538,0.737,9,-6.244,1,0.0303,0.118,0,0.409,0.913,138.014,4,169546,1986,Germany,Ingrid Peters,<dc>ber Die Br<fc>cke Geh'n,1986 Germany,1980,0.538 0.737 9 -6.244 1 0.0303 0.118 0 0.409 0.913 138.014,Central Europe,Central_Europe,Middle
0.692,0.813,4,-6.766,1,0.0377,0.0852,0,0.0704,0.557,133.099,4,182462,1986,Iceland,Icy,Gle<f0>ibankinn,1986 Iceland,1980,0.692 0.813 4 -6.766 1 0.0377 0.0852 0 0.0704 0.557 133.099,Nordic,Northern_Europe,Middle
0.711,0.833,9,-10.39,1,0.0708,0.325,0.00033,0.152,0.921,77.711,4,181173,1986,Netherlands,Frizzle Sizzle,Alles Heeft Ritme,1986 Netherlands,1980,0.711 0.833 9 -10.39 1 0.0708 0.325 0.00033 0.152 0.921 77.711,Western Europe,Western_Europe_Australia,Middle
0.542,0.83,1,-5.793,0,0.0435,0.0748,0,0.062,0.793,123.184,4,174586,1986,Norway,Ketil Stokkan,Romeo,1986 Norway,1980,0.542 0.83 1 -5.793 0 0.0435 0.0748 0 0.062 0.793 123.184,Nordic,Northern_Europe,Middle
0.707,0.836,11,-3.609,1,0.0387,0.0716,1.40E-05,0.0621,0.918,130.013,4,222168,1986,Portugal,Dora,N<e3>o Sejas Mau Para Mim,1986 Portugal,1980,0.707 0.836 11 -3.609 1 0.0387 0.0716 1.4e-05 0.0621 0.918 130.013,Southern Europe,Southern,Middle
0.638,0.883,5,-4.273,1,0.0409,0.253,0,0.146,0.913,118.198,4,169783,1986,Sweden,Lasse Holm & Monica T<f6>rnell,E' De' Det H<e4>r Du Kallar K<e4>rlek,1986 Sweden,1980,0.638 0.883 5 -4.273 1 0.0409 0.253 0 0.146 0.913 118.198,Nordic,Northern_Europe,Middle
0.423,0.672,7,-9.285,0,0.0376,0.808,0.000938,0.243,0.751,167.169,4,161255,1986,Switzerland,Daniela Simons,Pas Pour Moi,1986 Switzerland,1980,0.423 0.672 7 -9.285 0 0.0376 0.808 0.000938 0.243 0.751 167.169,Central Europe,Central_Europe,Middle
0.645,0.894,10,-6.268,1,0.0458,0.272,0,0.0683,0.713,95.219,4,177490,1986,Turkey,Klips ve Onlar,Halley,1986 Turkey,1980,0.645 0.894 10 -6.268 1 0.0458 0.272 0 0.0683 0.713 95.219,Hellenic/Anatolian,Southern,Middle
0.628,0.706,4,-8.693,1,0.0318,0.628,0,0.232,0.769,119.94,4,171693,1987,Austria,Gary Lux,Nur Noch Gef<fc>hl,1987 Austria,1980,0.628 0.706 4 -8.693 1 0.0318 0.628 0 0.232 0.769 119.94,Central Europe,Central_Europe,Middle
0.679,0.696,10,-7.418,1,0.0327,0.382,0.000748,0.232,0.834,133.363,4,168066,1987,Cyprus,Alexia,Aspro Mavro,1987 Cyprus,1980,0.679 0.696 10 -7.418 1 0.0327 0.382 0.000748 0.232 0.834 133.363,Hellenic/Anatolian,Southern,Middle
0.644,0.794,7,-7.804,1,0.0504,0.269,9.09E-06,0.305,0.774,134.019,4,184066,1987,Finland,Vicky Rosti,Sata Salamaa,1987 Finland,1980,0.644 0.794 7 -7.804 1 0.0504 0.269 9.09e-06 0.305 0.774 134.019,Nordic,Northern_Europe,Middle
0.737,0.635,8,-7.416,1,0.0613,0.219,0,0.256,0.838,92.941,4,185226,1987,Germany,Wind,La<df> Die Sonne In Dein Herz,1987 Germany,1980,0.737 0.635 8 -7.416 1 0.0613 0.219 0 0.256 0.838 92.941,Central Europe,Central_Europe,Middle
0.527,0.932,10,-3.952,1,0.088,0.297,0,0.298,0.881,171.946,4,170760,1987,Greece,Bang,Stop!,1987 Greece,1980,0.527 0.932 10 -3.952 1 0.088 0.297 0 0.298 0.881 171.946,Hellenic/Anatolian,Southern,Middle
0.306,0.304,0,-8.77,1,0.0293,0.762,0.000681,0.0755,0.112,130.183,4,180790,1987,Iceland,Halla Margar<e9>t,H<e6>gt Og Hlj<f3>tt,1987 Iceland,1980,0.306 0.304 0 -8.77 1 0.0293 0.762 0.000681 0.0755 0.112 130.183,Nordic,Northern_Europe,Middle
0.433,0.28,5,-12.781,1,0.0378,0.678,0,0.094,0.263,149.519,4,183960,1987,Ireland,Johnny Logan,Hold Me Now,1987 Ireland,1980,0.433 0.28 5 -12.781 1 0.0378 0.678 0 0.094 0.263 149.519,Western Europe,Western_Europe_Australia,Middle
0.467,0.343,4,-10.454,1,0.0341,0.487,0,0.119,0.385,173.643,3,238040,1987,Italy,Umberto Tozzi and Raf,Gente Di Mare,1987 Italy,1980,0.467 0.343 4 -10.454 1 0.0341 0.487 0 0.119 0.385 173.643,Southern Europe,Southern,Middle
0.657,0.619,10,-8.695,1,0.0275,0.136,0,0.148,0.493,129.98,4,184440,1987,Netherlands,Marcha,Rechtop In De Wind,1987 Netherlands,1980,0.657 0.619 10 -8.695 1 0.0275 0.136 0 0.148 0.493 129.98,Western Europe,Western_Europe_Australia,Middle
0.487,0.627,1,-7.786,1,0.0326,0.525,0,0.356,0.502,166.702,4,183770,1987,Norway,Kate Gulbrandsen,Mitt Liv,1987 Norway,1980,0.487 0.627 1 -7.786 1 0.0326 0.525 0 0.356 0.502 166.702,Nordic,Northern_Europe,Middle
0.614,0.69,5,-7.124,1,0.0375,0.418,0,0.0611,0.369,133.381,4,187021,1987,Spain,Patricia Kraus,No Est<e1>s Solo,1987 Spain,1980,0.614 0.69 5 -7.124 1 0.0375 0.418 0 0.0611 0.369 133.381,Southern Europe,Southern,Middle
0.567,0.94,3,-5.161,1,0.049,0.515,3.51E-05,0.441,0.967,84.188,4,178013,1987,Sweden,Lotta Engberg,Boogaloo,1987 Sweden,1980,0.567 0.94 3 -5.161 1 0.049 0.515 3.51e-05 0.441 0.967 84.188,Nordic,Northern_Europe,Middle
0.74,0.853,3,-6.251,1,0.0825,0.641,0.000237,0.0822,0.796,160.094,4,209333,1987,Switzerland,Carole Rich,Moiti<e9> Moiti<e9>,1987 Switzerland,1980,0.74 0.853 3 -6.251 1 0.0825 0.641 0.000237 0.0822 0.796 160.094,Central Europe,Central_Europe,Middle
0.613,0.78,1,-8.336,0,0.0485,0.0576,1.16E-06,0.118,0.768,130.731,4,176840,1987,Turkey,Seyyal Tanner & Lokomotif,Sarkim sevgi <fc>st<fc>ne,1987 Turkey,1980,0.613 0.78 1 -8.336 0 0.0485 0.0576 1.16e-06 0.118 0.768 130.731,Hellenic/Anatolian,Southern,Middle
0.559,0.677,4,-14.342,1,0.0365,0.00209,0.0519,0.386,0.964,144.03,4,451133,1987,United Kingdom,Rikki,Only The Light,1987 United Kingdom,1980,0.559 0.677 4 -14.342 1 0.0365 0.00209 0.0519 0.386 0.964 144.03,Western Europe,Western_Europe_Australia,Middle
0.724,0.898,7,-5.531,1,0.0395,0.132,0,0.329,0.981,144.91,4,144706,1987,Yugoslavia,Novi Fosili,Ja Sam Za Ples,1987 Yugoslavia,1980,0.724 0.898 7 -5.531 1 0.0395 0.132 0 0.329 0.981 144.91,Balkans,Eastern_Europe,Middle
0.53,0.676,9,-12.875,1,0.0419,0.433,0,0.341,0.757,151.219,4,185066,1988,Denmark,Kirsten & S<f8>ren,Ka' Du Se Hva' Jeg Sa',1988 Denmark,1980,0.53 0.676 9 -12.875 1 0.0419 0.433 0 0.341 0.757 151.219,Nordic,Northern_Europe,Middle
0.399,0.641,0,-8.798,1,0.0474,0.18,0,0.134,0.875,104.798,3,173226,1988,Finland,Boulevard,Nauravat Silm<e4>t Muistetaan,1988 Finland,1980,0.399 0.641 0 -8.798 1 0.0474 0.18 0 0.134 0.875 104.798,Nordic,Northern_Europe,Middle
0.636,0.789,2,-9.117,1,0.0339,0.305,0,0.348,0.704,120.888,4,249560,1988,France,G<e9>rard Lenorman,Chanteur De Charme,1988 France,1980,0.636 0.789 2 -9.117 1 0.0339 0.305 0 0.348 0.704 120.888,Western Europe,Western_Europe_Australia,Middle
0.464,0.708,1,-6.506,1,0.0293,0.0815,6.27E-05,0.0863,0.689,86.656,4,185109,1988,Iceland,Beathoven,S<f3>krates,1988 Iceland,1980,0.464 0.708 1 -6.506 1 0.0293 0.0815 6.27e-05 0.0863 0.689 86.656,Nordic,Northern_Europe,Middle
0.419,0.664,0,-5.89,0,0.0349,0.455,0,0.869,0.757,140.852,4,178207,1988,Israel,Yardena Arazi,Ben Adam,1988 Israel,1980,0.419 0.664 0 -5.89 0 0.0349 0.455 0 0.869 0.757 140.852,Hellenic/Anatolian,Southern,Middle
0.566,0.269,6,-11.009,1,0.0254,0.732,5.31E-05,0.102,0.119,88.662,3,164880,1988,Luxembourg,Lara Fabian,Croire,1988 Luxembourg,1980,0.566 0.269 6 -11.009 1 0.0254 0.732 5.31e-05 0.102 0.119 88.662,Western Europe,Western_Europe_Australia,Middle
0.483,0.745,1,-3.877,0,0.0303,0.114,0,0.0645,0.562,142.652,4,185853,1988,Netherlands,Gerard Joling,Shangri-la,1988 Netherlands,1980,0.483 0.745 1 -3.877 0 0.0303 0.114 0 0.0645 0.562 142.652,Western Europe,Western_Europe_Australia,Middle
0.692,0.861,9,-5.14,1,0.0278,0.274,0,0.363,0.967,125.086,4,181000,1988,Norway,Karoline Kr<fc>ger,For V<e5>r Jord,1988 Norway,1980,0.692 0.861 9 -5.14 1 0.0278 0.274 0 0.363 0.967 125.086,Nordic,Northern_Europe,Middle
0.722,0.966,4,-5.904,0,0.0442,0.0615,3.63E-05,0.249,0.822,102.107,4,175000,1988,Spain,La D<e9>cada,La Chica Que Yo Quiero (made In Spain),1988 Spain,1980,0.722 0.966 4 -5.904 0 0.0442 0.0615 3.63e-05 0.249 0.822 102.107,Southern Europe,Southern,Middle
0.375,0.425,7,-9.438,1,0.0294,0.687,0.00023,0.248,0.186,143.169,4,188293,1988,Sweden,Tommy K<f6>rberg,Stad I Ljus,1988 Sweden,1980,0.375 0.425 7 -9.438 1 0.0294 0.687 0.00023 0.248 0.186 143.169,Nordic,Northern_Europe,Middle
0.487,0.555,5,-9.314,1,0.0285,0.247,0,0.369,0.34,144.27,4,186600,1988,Switzerland,C<e9>line Dion,Ne Partez Pas Sans Moi,1988 Switzerland,1980,0.487 0.555 5 -9.314 1 0.0285 0.247 0 0.369 0.34 144.27,Central Europe,Central_Europe,Middle
0.62,0.803,5,-12.118,1,0.036,0.0223,0.00745,0.328,0.796,117.191,4,180133,1988,Turkey,MF<d6>,Sufi,1988 Turkey,1980,0.62 0.803 5 -12.118 1 0.036 0.0223 0.00745 0.328 0.796 117.191,Hellenic/Anatolian,Southern,Middle
0.466,0.467,11,-13.274,0,0.0291,0.42,0,0.111,0.351,170.123,4,172837,1988,United Kingdom,Scott Fitzgerald,Go,1988 United Kingdom,1980,0.466 0.467 11 -13.274 0 0.0291 0.42 0 0.111 0.351 170.123,Western Europe,Western_Europe_Australia,Middle
0.885,0.696,7,-3.973,1,0.0387,0.316,0.000606,0.105,0.972,115.41,4,183386,1988,Yugoslavia,Srebrna Krila,Mangup,1988 Yugoslavia,1980,0.885 0.696 7 -3.973 1 0.0387 0.316 0.000606 0.105 0.972 115.41,Balkans,Eastern_Europe,Middle
0.262,0.651,4,-8.229,1,0.0485,0.79,0.00367,0.348,0.374,149.038,4,181799,1989,Austria,Thomas Forstner,Nur Ein Lied,1989 Austria,1980,0.262 0.651 4 -8.229 1 0.0485 0.79 0.00367 0.348 0.374 149.038,Central Europe,Central_Europe,Middle
0.668,0.487,1,-10.454,1,0.0292,0.485,0,0.0744,0.621,126.953,4,179000,1989,Belgium,Ingeborg,Door De Wind,1989 Belgium,1980,0.668 0.487 1 -10.454 1 0.0292 0.485 0 0.0744 0.621 126.953,Western Europe,Western_Europe_Australia,Middle
0.536,0.459,0,-11.48,1,0.0238,0.497,4.21E-06,0.161,0.436,94.435,4,183893,1989,Cyprus,Fanny Polymeri and Yiannis Savvidakis,Apopse As Vrethoume,1989 Cyprus,1980,0.536 0.459 0 -11.48 1 0.0238 0.497 4.21e-06 0.161 0.436 94.435,Hellenic/Anatolian,Southern,Middle
